freq,unit,na_item,geo,2020,2021,2022,2023,2024,2025
A,CLV_PCH_PRE_HAB,P31_S13,BG,10.9,5.0,5.0,1.8,4.3,
A,CLV_PCH_PRE_HAB,P31_S13,CH,2.5,5.3,-4.9,1.3,-0.5,
A,CLV_PCH_PRE_HAB,P31_S13,CY,19.6,12.4,2.1,-0.1,2.5,
A,CLV_PCH_PRE_HAB,P31_S13,CZ,6.9,4.1,-2.0,2.3,3.5,
A,CLV_PCH_PRE_HAB,P31_S13,DE,5.0,4.1,1.0,-2.9,2.7,2.0
A,CLV_PCH_PRE_HAB,P31_S13,DK,-3.7,5.5,-3.7,-1.3,-0.5,
A,CLV_PCH_PRE_HAB,P31_S13,EA,0.4,5.6,1.1,0.2,1.8,
A,CLV_PCH_PRE_HAB,P31_S13,EA12,0.4,5.6,1.1,0.2,1.7,
A,CLV_PCH_PRE_HAB,P31_S13,EA19,0.4,5.6,1.1,0.2,1.7,
A,CLV_PCH_PRE_HAB,P31_S13,EA20,0.5,5.6,1.1,0.2,1.8,
A,CLV_PCH_PRE_HAB,P31_S13,EA21,0.5,5.6,1.1,0.3,1.8,
A,CLV_PCH_PRE_HAB,P31_S13,EE,4.9,5.5,-0.5,-3.3,1.2,
A,CLV_PCH_PRE_HAB,P31_S13,EL,4.7,3.6,1.8,3.8,-2.8,
A,CLV_PCH_PRE_HAB,P31_S13,ES,4.7,4.5,-1.4,3.2,2.7,
A,CLV_PCH_PRE_HAB,P31_S13,EU27_2020,0.6,5.6,0.7,0.5,2.0,
A,CLV_PCH_PRE_HAB,P31_S13,FI,-0.3,4.0,-0.7,5.3,0.4,
A,CLV_PCH_PRE_HAB,P31_S13,FR,-6.2,8.0,2.3,0.6,1.1,
A,CLV_PCH_PRE_HAB,P31_S13,HR,7.3,4.3,2.1,5.1,8.6,
A,CLV_PCH_PRE_HAB,P31_S13,HU,-5.6,2.9,5.6,2.8,1.5,
A,CLV_PCH_PRE_HAB,P31_S13,IE,8.5,5.4,2.3,5.7,2.4,
A,CLV_PCH_PRE_HAB,P31_S13,IS,3.6,0.9,-0.6,-0.2,-0.1,
A,CLV_PCH_PRE_HAB,P31_S13,IT,0.1,4.8,0.7,1.7,-0.3,
A,CLV_PCH_PRE_HAB,P31_S13,LT,-2.3,0.8,1.4,-1.3,0.7,
A,CLV_PCH_PRE_HAB,P31_S13,LU,6.0,3.4,2.1,-1.8,3.6,
A,CLV_PCH_PRE_HAB,P31_S13,LV,-5.9,5.5,-5.6,5.9,-0.6,
A,CLV_PCH_PRE_HAB,P31_S13,ME,-1.4,1.5,0.3,4.6,1.4,
A,CLV_PCH_PRE_HAB,P31_S13,MT,12.1,7.2,-5.4,0.3,7.0,
A,CLV_PCH_PRE_HAB,P31_S13,NL,-0.8,4.6,-0.3,0.5,1.9,1.9
A,CLV_PCH_PRE_HAB,P31_S13,NO,-3.9,3.7,1.8,1.6,1.3,
A,CLV_PCH_PRE_HAB,P31_S13,PL,6.3,9.6,-3.4,4.4,10.4,
A,CLV_PCH_PRE_HAB,P31_S13,PT,-1.6,8.2,3.7,1.2,2.4,
A,CLV_PCH_PRE_HAB,P31_S13,RO,0.0,2.2,4.1,3.4,-3.4,
A,CLV_PCH_PRE_HAB,P31_S13,RS,11.7,1.6,8.9,-0.3,3.5,
A,CLV_PCH_PRE_HAB,P31_S13,SE,-2.9,2.9,-1.2,-0.7,0.1,
A,CLV_PCH_PRE_HAB,P31_S13,SI,3.9,6.6,0.6,-1.0,10.1,
A,CLV_PCH_PRE_HAB,P31_S13,SK,-1.2,9.4,6.2,-1.3,1.0,
A,CLV_PCH_PRE_HAB,P31_S13,TR,6.0,6.2,0.4,9.1,7.4,
A,CLV_PCH_PRE_HAB,P31_S13,UK,,,,,,
A,CLV_PCH_PRE_HAB,P31_S14,AL,-5.0,5.4,7.4,,,
A,CLV_PCH_PRE_HAB,P31_S14,AT,-8.3,4.3,4.5,-1.3,0.4,
A,CLV_PCH_PRE_HAB,P31_S14,BE,-7.6,5.1,2.7,0.2,1.4,
A,CLV_PCH_PRE_HAB,P31_S14,BG,0.8,9.3,4.6,1.4,5.1,
A,CLV_PCH_PRE_HAB,P31_S14,CH,-4.7,1.3,4.2,-0.2,1.3,
A,CLV_PCH_PRE_HAB,P31_S14,CY,-7.4,2.9,8.6,4.0,2.3,
A,CLV_PCH_PRE_HAB,P31_S14,CZ,-6.1,4.1,-2.0,-3.8,2.1,
A,CLV_PCH_PRE_HAB,P31_S14,DE,-6.8,2.2,5.9,-1.6,0.2,1.4
A,CLV_PCH_PRE_HAB,P31_S14,DK,-1.5,5.3,-3.3,-3.3,0.6,
A,CLV_PCH_PRE_HAB,P31_S14,EA,-8.0,4.6,4.8,-0.2,0.8,
A,CLV_PCH_PRE_HAB,P31_S14,EA12,-8.1,4.5,4.8,-0.2,0.7,
A,CLV_PCH_PRE_HAB,P31_S14,EA19,-8.0,4.6,4.8,-0.2,0.8,
A,CLV_PCH_PRE_HAB,P31_S14,EA20,-8.0,4.6,4.8,-0.2,0.8,
A,CLV_PCH_PRE_HAB,P31_S14,EA21,-7.9,4.7,4.9,-0.1,0.8,
A,CLV_PCH_PRE_HAB,P31_S14,EE,-1.3,7.1,3.0,-4.0,-0.7,
A,CLV_PCH_PRE_HAB,P31_S14,EL,-6.1,5.7,10.1,2.7,2.6,
A,CLV_PCH_PRE_HAB,P31_S14,ES,-12.6,7.2,3.9,0.5,2.0,
A,CLV_PCH_PRE_HAB,P31_S14,EU27_2020,-7.1,4.9,4.4,-0.2,1.2,
A,CLV_PCH_PRE_HAB,P31_S14,FI,-3.7,3.2,0.5,-0.4,-1.0,
A,CLV_PCH_PRE_HAB,P31_S14,FR,-6.8,4.7,2.8,0.4,0.8,
A,CLV_PCH_PRE_HAB,P31_S14,HR,-4.3,11.8,7.4,3.1,5.6,
A,CLV_PCH_PRE_HAB,P31_S14,HU,-0.1,5.7,7.3,-2.6,6.3,
A,CLV_PCH_PRE_HAB,P31_S14,IE,-11.5,8.0,8.6,2.4,0.8,
A,CLV_PCH_PRE_HAB,P31_S14,IS,-4.0,6.8,5.4,-2.0,-1.0,
A,CLV_PCH_PRE_HAB,P31_S14,IT,-10.1,6.3,5.5,0.5,0.6,
A,CLV_PCH_PRE_HAB,P31_S14,LT,-3.2,8.2,1.0,-1.6,2.5,
A,CLV_PCH_PRE_HAB,P31_S14,LU,-9.0,9.1,4.0,1.7,1.7,
A,CLV_PCH_PRE_HAB,P31_S14,LV,-4.0,8.9,5.2,-0.4,1.0,
A,CLV_PCH_PRE_HAB,P31_S14,ME,-4.5,5.7,13.8,7.0,10.5,
A,CLV_PCH_PRE_HAB,P31_S14,MK,-2.5,9.8,5.8,1.8,2.3,
A,CLV_PCH_PRE_HAB,P31_S14,MT,-13.1,10.2,6.8,8.7,3.0,
A,CLV_PCH_PRE_HAB,P31_S14,NL,-6.7,3.9,6.1,-0.3,0.5,0.8
A,CLV_PCH_PRE_HAB,P31_S14,NO,-6.9,4.6,6.4,-2.5,0.6,
A,CLV_PCH_PRE_HAB,P31_S14,PL,-1.4,6.8,2.8,0.1,3.2,
A,CLV_PCH_PRE_HAB,P31_S14,PT,-7.0,4.7,4.9,1.3,1.9,
A,CLV_PCH_PRE_HAB,P31_S14,RO,-3.2,8.2,6.0,2.3,5.8,
A,CLV_PCH_PRE_HAB,P31_S14,RS,-1.4,8.7,6.2,1.2,5.7,
A,CLV_PCH_PRE_HAB,P31_S14,SE,-3.7,5.1,1.8,-2.4,0.3,
A,CLV_PCH_PRE_HAB,P31_S14,SI,-6.8,10.9,3.5,-0.5,3.5,
A,CLV_PCH_PRE_HAB,P31_S14,SK,0.6,3.4,4.5,-3.2,3.7,
A,CLV_PCH_PRE_HAB,P31_S14,TR,2.7,14.5,15.2,10.4,4.3,
A,CLV_PCH_PRE_HAB,P31_S14,UK,,,,,,
A,CLV_PCH_PRE_HAB,P31_S14_S15,AL,-5.1,5.5,7.3,,,
A,CLV_PCH_PRE_HAB,P31_S14_S15,AT,-8.0,4.5,4.2,-1.1,0.5,
A,CLV_PCH_PRE_HAB,P31_S14_S15,BE,-7.6,5.1,2.8,0.2,1.4,
A,CLV_PCH_PRE_HAB,P31_S14_S15,BG,0.7,9.4,4.7,1.4,5.0,
A,CLV_PCH_PRE_HAB,P31_S14_S15,CH,-4.5,1.4,4.0,-0.1,1.2,
A,CLV_PCH_PRE_HAB,P31_S14_S15,CY,-7.4,3.2,8.5,4.0,2.3,
A,CLV_PCH_PRE_HAB,P31_S14_S15,CZ,-6.0,4.2,-1.9,-3.7,2.3,
A,CLV_PCH_PRE_HAB,P31_S14_S15,DE,-6.7,2.1,5.8,-1.6,0.3,1.3
A,CLV_PCH_PRE_HAB,P31_S14_S15,DK,-1.5,5.2,-3.0,-3.2,0.5,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EA,-7.9,4.6,4.8,-0.1,0.8,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EA12,-8.1,4.5,4.8,-0.1,0.8,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EA19,-7.9,4.6,4.8,-0.1,0.8,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EA20,-7.9,4.6,4.8,-0.1,0.8,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EA21,-7.9,4.7,4.8,-0.1,0.9,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EE,-1.1,7.1,2.8,-3.8,-0.5,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EL,-6.0,5.7,9.9,2.6,2.6,
A,CLV_PCH_PRE_HAB,P31_S14_S15,ES,-12.5,7.1,3.9,0.6,2.0,
A,CLV_PCH_PRE_HAB,P31_S14_S15,EU27_2020,-7.0,4.9,4.4,-0.2,1.2,
A,CLV_PCH_PRE_HAB,P31_S14_S15,FI,-3.6,3.0,0.6,-0.6,-1.0,
A,CLV_PCH_PRE_HAB,P31_S14_S15,FR,-6.8,4.8,2.9,0.4,0.8,
A,CLV_PCH_PRE_HAB,P31_S14_S15,HR,-4.2,11.7,7.4,3.2,5.7,
A,CLV_PCH_PRE_HAB,P31_S14_S15,HU,0.4,5.7,7.7,-2.1,5.9,
A,CLV_PCH_PRE_HAB,P31_S14_S15,IE,-11.4,7.7,8.5,2.5,1.3,
A,CLV_PCH_PRE_HAB,P31_S14_S15,IS,-3.7,6.5,5.1,-1.9,-0.9,
A,CLV_PCH_PRE_HAB,P31_S14_S15,IT,-10.1,6.4,5.5,0.6,0.6,
A,CLV_PCH_PRE_HAB,P31_S14_S15,LT,-3.2,8.1,1.0,-1.5,2.5,
A,CLV_PCH_PRE_HAB,P31_S14_S15,LU,-9.1,9.7,4.3,1.9,1.6,
A,CLV_PCH_PRE_HAB,P31_S14_S15,LV,-4.2,9.0,5.0,-0.7,1.0,
A,CLV_PCH_PRE_HAB,P31_S14_S15,ME,-4.6,5.7,13.7,7.1,10.4,
A,CLV_PCH_PRE_HAB,P31_S14_S15,MK,-2.7,9.9,5.8,1.9,2.3,
A,CLV_PCH_PRE_HAB,P31_S14_S15,MT,-12.2,10.1,6.7,8.4,3.2,
A,CLV_PCH_PRE_HAB,P31_S14_S15,NL,-6.7,3.9,5.9,-0.3,0.5,0.9
A,CLV_PCH_PRE_HAB,P31_S14_S15,NO,-6.8,4.5,6.9,-2.4,0.5,
A,CLV_PCH_PRE_HAB,P31_S14_S15,PL,-1.2,6.8,2.9,0.1,3.3,
A,CLV_PCH_PRE_HAB,P31_S14_S15,PT,-7.0,4.7,5.0,1.4,1.9,
A,CLV_PCH_PRE_HAB,P31_S14_S15,RO,-3.1,7.8,5.9,2.5,5.8,
A,CLV_PCH_PRE_HAB,P31_S14_S15,RS,-1.4,8.7,6.1,1.1,5.8,
A,CLV_PCH_PRE_HAB,P31_S14_S15,SE,-3.6,5.0,1.7,-2.3,0.3,
A,CLV_PCH_PRE_HAB,P31_S14_S15,SI,-6.8,11.0,3.9,-0.5,3.5,
A,CLV_PCH_PRE_HAB,P31_S14_S15,SK,0.3,3.4,4.6,-2.9,3.5,
A,CLV_PCH_PRE_HAB,P31_S14_S15,TR,2.7,14.5,15.1,10.4,4.4,
A,CLV_PCH_PRE_HAB,P31_S14_S15,UK,,,,,,
A,CLV_PCH_PRE_HAB,P31_S15,AL,-5.9,14.1,2.6,,,
A,CLV_PCH_PRE_HAB,P31_S15,AT,1.7,10.0,-3.1,4.5,2.8,
A,CLV_PCH_PRE_HAB,P31_S15,BE,-5.2,9.5,7.6,2.9,1.2,
A,CLV_PCH_PRE_HAB,P31_S15,BG,-4.4,12.1,15.9,-0.7,1.8,
A,CLV_PCH_PRE_HAB,P31_S15,CH,0.6,3.4,0.1,1.7,1.0,
A,CLV_PCH_PRE_HAB,P31_S15,CY,-5.7,16.7,-0.8,5.7,4.9,
A,CLV_PCH_PRE_HAB,P31_S15,CZ,2.2,8.2,5.2,5.5,11.8,
A,CLV_PCH_PRE_HAB,P31_S15,DE,-1.7,-0.1,2.8,-1.6,1.4,-0.2
A,CLV_PCH_PRE_HAB,P31_S15,DK,0.2,-0.4,4.1,0.4,-2.1,
A,CLV_PCH_PRE_HAB,P31_S15,EA,-4.9,3.7,3.7,1.6,2.1,
A,CLV_PCH_PRE_HAB,P31_S15,EA12,-4.8,3.6,3.7,1.5,2.1,
A,CLV_PCH_PRE_HAB,P31_S15,EA19,-4.9,3.7,3.7,1.5,2.1,
A,CLV_PCH_PRE_HAB,P31_S15,EA20,-4.8,3.8,3.7,1.6,2.1,
A,CLV_PCH_PRE_HAB,P31_S15,EA21,-4.8,3.8,3.8,1.6,2.1,
A,CLV_PCH_PRE_HAB,P31_S15,EE,5.0,5.6,-4.7,2.3,3.3,
A,CLV_PCH_PRE_HAB,P31_S15,EL,-2.9,1.8,-0.2,-1.4,0.2,
A,CLV_PCH_PRE_HAB,P31_S15,ES,-7.7,0.6,5.7,5.7,4.3,
A,CLV_PCH_PRE_HAB,P31_S15,EU27_2020,-3.6,3.5,3.9,2.0,2.3,
A,CLV_PCH_PRE_HAB,P31_S15,FI,0.7,-3.4,2.0,-5.5,1.1,
A,CLV_PCH_PRE_HAB,P31_S15,FR,-6.8,5.5,5.9,2.0,1.4,
A,CLV_PCH_PRE_HAB,P31_S15,HR,-3.4,6.6,5.7,5.9,10.2,
A,CLV_PCH_PRE_HAB,P31_S15,HU,13.6,4.6,16.8,7.7,-2.4,
A,CLV_PCH_PRE_HAB,P31_S15,IE,-3.7,-5.2,1.4,8.4,33.2,
A,CLV_PCH_PRE_HAB,P31_S15,IS,3.4,0.9,-0.7,-0.2,-0.1,
A,CLV_PCH_PRE_HAB,P31_S15,IT,-15.2,13.3,-1.0,7.9,3.6,
A,CLV_PCH_PRE_HAB,P31_S15,LT,12.6,-11.5,0.2,11.4,12.9,
A,CLV_PCH_PRE_HAB,P31_S15,LU,-9.7,16.9,8.2,4.6,0.9,
A,CLV_PCH_PRE_HAB,P31_S15,LV,-11.3,13.0,-4.2,-11.9,-2.0,
A,CLV_PCH_PRE_HAB,P31_S15,ME,-11.2,5.2,9.4,12.5,3.3,
A,CLV_PCH_PRE_HAB,P31_S15,MK,-15.1,19.6,5.1,5.1,3.0,
A,CLV_PCH_PRE_HAB,P31_S15,MT,16.0,8.1,5.0,0.1,8.9,
A,CLV_PCH_PRE_HAB,P31_S15,NL,-3.3,4.5,-1.9,1.5,1.4,1.4
A,CLV_PCH_PRE_HAB,P31_S15,NO,-4.2,4.0,14.0,-0.1,-1.2,
A,CLV_PCH_PRE_HAB,P31_S15,PL,12.2,3.8,11.3,1.9,8.0,
A,CLV_PCH_PRE_HAB,P31_S15,PT,-6.6,2.1,6.6,4.1,1.6,
A,CLV_PCH_PRE_HAB,P31_S15,RO,0.6,-17.5,-0.1,14.3,6.0,
A,CLV_PCH_PRE_HAB,P31_S15,RS,-2.5,13.6,2.8,-1.9,7.3,
A,CLV_PCH_PRE_HAB,P31_S15,SE,-1.2,3.0,-2.5,4.2,1.1,
A,CLV_PCH_PRE_HAB,P31_S15,SI,-3.5,14.0,22.2,-1.5,5.7,
A,CLV_PCH_PRE_HAB,P31_S15,SK,-15.9,6.8,10.8,10.1,-8.4,
A,CLV_PCH_PRE_HAB,P31_S15,TR,13.2,12.4,-0.1,19.7,12.1,
A,CLV_PCH_PRE_HAB,P31_S15,UK,,,,,,
A,CLV_PCH_PRE_HAB,P32_S13,AL,7.8,-1.0,4.0,,,
A,CLV_PCH_PRE_HAB,P32_S13,AT,2.1,1.4,-0.7,1.4,3.8,
A,CLV_PCH_PRE_HAB,P32_S13,BE,2.2,2.1,1.6,0.4,1.0,
A,CLV_PCH_PRE_HAB,P32_S13,BG,8.0,-2.7,12.7,1.0,3.1,
A,CLV_PCH_PRE_HAB,P32_S13,CH,3.2,-1.3,2.6,-1.6,0.9,
A,CLV_PCH_PRE_HAB,P32_S13,CY,-0.7,0.9,3.8,3.9,-3.1,
A,CLV_PCH_PRE_HAB,P32_S13,CZ,1.9,-1.9,-2.1,1.7,2.3,
A,CLV_PCH_PRE_HAB,P32_S13,DE,5.1,2.0,-1.9,2.0,1.6,0.5
A,CLV_PCH_PRE_HAB,P32_S13,DK,1.8,1.9,-2.0,1.5,2.6,
A,CLV_PCH_PRE_HAB,P32_S13,EA,2.2,2.0,0.3,1.9,1.9,
A,CLV_PCH_PRE_HAB,P32_S13,EA12,2.2,2.0,0.4,2.0,1.9,
A,CLV_PCH_PRE_HAB,P32_S13,EA19,2.2,2.0,0.3,1.9,1.9,
A,CLV_PCH_PRE_HAB,P32_S13,EA20,2.2,2.0,0.3,1.9,1.9,
A,CLV_PCH_PRE_HAB,P32_S13,EA21,2.3,2.0,0.4,1.9,1.9,
A,CLV_PCH_PRE_HAB,P32_S13,EE,2.0,1.3,-3.3,-0.1,1.1,
A,CLV_PCH_PRE_HAB,P32_S13,EL,2.0,1.2,-0.6,2.5,-2.0,
A,CLV_PCH_PRE_HAB,P32_S13,ES,0.5,2.3,1.7,3.5,0.7,
A,CLV_PCH_PRE_HAB,P32_S13,EU27_2020,2.6,1.9,0.2,2.3,2.2,
A,CLV_PCH_PRE_HAB,P32_S13,FI,1.5,4.2,-1.2,0.5,3.0,
A,CLV_PCH_PRE_HAB,P32_S13,FR,-1.7,2.8,2.2,2.0,1.4,
A,CLV_PCH_PRE_HAB,P32_S13,HR,1.5,3.1,3.4,8.1,5.2,
A,CLV_PCH_PRE_HAB,P32_S13,HU,4.5,2.5,0.9,4.0,-3.9,
A,CLV_PCH_PRE_HAB,P32_S13,IE,9.7,6.2,0.0,1.8,4.5,
A,CLV_PCH_PRE_HAB,P32_S13,IS,3.6,0.9,-0.6,-0.2,-0.1,
A,CLV_PCH_PRE_HAB,P32_S13,IT,1.8,0.1,1.5,0.4,2.9,
A,CLV_PCH_PRE_HAB,P32_S13,LT,0.0,2.0,0.4,-1.6,1.4,
A,CLV_PCH_PRE_HAB,P32_S13,LU,5.7,2.7,1.2,2.0,2.7,
A,CLV_PCH_PRE_HAB,P32_S13,LV,13.8,3.8,6.1,-0.2,1.5,
A,CLV_PCH_PRE_HAB,P32_S13,ME,1.4,-5.5,4.2,0.7,1.9,
A,CLV_PCH_PRE_HAB,P32_S13,MT,6.2,1.7,1.3,-1.0,5.3,
A,CLV_PCH_PRE_HAB,P32_S13,NL,5.0,3.1,1.6,4.5,4.9,2.5
A,CLV_PCH_PRE_HAB,P32_S13,NO,4.8,1.8,-1.0,3.3,1.7,
A,CLV_PCH_PRE_HAB,P32_S13,PL,8.0,0.6,0.8,5.6,7.3,
A,CLV_PCH_PRE_HAB,P32_S13,PT,2.4,-2.3,-2.7,0.0,-2.8,
A,CLV_PCH_PRE_HAB,P32_S13,RO,5.7,-1.0,-5.0,4.3,5.2,
A,CLV_PCH_PRE_HAB,P32_S13,RS,-3.8,9.2,-1.7,-3.6,5.8,
A,CLV_PCH_PRE_HAB,P32_S13,SE,-0.3,2.6,1.9,3.1,2.3,
A,CLV_PCH_PRE_HAB,P32_S13,SI,2.6,5.0,-2.6,5.5,2.3,
A,CLV_PCH_PRE_HAB,P32_S13,SK,-1.0,-0.2,-11.2,-3.6,6.7,
A,CLV_PCH_PRE_HAB,P32_S13,TR,-4.7,-1.5,8.8,-7.4,-12.7,
A,CLV_PCH_PRE_HAB,P32_S13,UK,,,,,,
A,CLV_PCH_PRE_HAB,P3_S13,AL,5.0,3.3,3.5,,,
A,CLV_PCH_PRE_HAB,P3_S13,AT,-1.3,7.3,-1.1,-0.2,3.3,
A,CLV_PCH_PRE_HAB,P3_S13,BE,-0.6,3.7,2.3,1.8,1.2,
A,CLV_PCH_PRE_HAB,P3_S13,BG,9.4,1.2,8.7,1.4,3.7,
A,CLV_PCH_PRE_HAB,P3_S13,CH,2.9,2.2,-1.4,-0.1,0.2,
A,CLV_PCH_PRE_HAB,P3_S13,CY,9.5,7.2,2.8,1.6,0.0,
A,CLV_PCH_PRE_HAB,P3_S13,CZ,4.6,1.5,-2.0,2.1,3.0,
A,CLV_PCH_PRE_HAB,P3_S13,DE,5.0,3.3,0.0,-1.1,2.3,1.4
A,CLV_PCH_PRE_HAB,P3_S13,DK,-2.1,4.5,-3.2,-0.5,0.5,
A,CLV_PCH_PRE_HAB,P3_S13,EA,1.1,4.3,0.8,0.9,1.8,
A,CLV_PCH_PRE_HAB,P3_S13,EA12,1.1,4.3,0.8,0.9,1.8,
A,CLV_PCH_PRE_HAB,P3_S13,EA19,1.1,4.3,0.8,0.8,1.8,
A,CLV_PCH_PRE_HAB,P3_S13,EA20,1.1,4.3,0.8,0.9,1.8,
A,CLV_PCH_PRE_HAB,P3_S13,EA21,1.2,4.3,0.9,0.9,1.8,
A,CLV_PCH_PRE_HAB,P3_S13,EE,3.6,3.7,-1.7,-1.9,1.1,
A,CLV_PCH_PRE_HAB,P3_S13,EL,3.3,2.4,0.6,3.1,-2.4,
A,CLV_PCH_PRE_HAB,P3_S13,ES,3.0,3.6,-0.2,3.3,1.9,
A,CLV_PCH_PRE_HAB,P3_S13,EU27_2020,1.4,4.2,0.5,1.1,2.1,
A,CLV_PCH_PRE_HAB,P3_S13,FI,0.3,4.1,-0.9,3.8,1.2,
A,CLV_PCH_PRE_HAB,P3_S13,FR,-4.6,6.1,2.3,1.1,1.2,
A,CLV_PCH_PRE_HAB,P3_S13,HR,4.5,3.8,2.7,6.5,7.0,
A,CLV_PCH_PRE_HAB,P3_S13,HU,0.0,2.7,3.1,3.4,-1.5,
A,CLV_PCH_PRE_HAB,P3_S13,IE,8.9,5.7,1.5,4.4,3.1,
A,CLV_PCH_PRE_HAB,P3_S13,IS,3.6,0.9,-0.6,-0.2,-0.1,
A,CLV_PCH_PRE_HAB,P3_S13,IT,0.8,2.8,1.0,1.1,1.0,
A,CLV_PCH_PRE_HAB,P3_S13,LT,-1.4,1.3,1.0,-1.4,1.0,
A,CLV_PCH_PRE_HAB,P3_S13,LU,5.9,3.2,1.8,-0.3,3.3,
A,CLV_PCH_PRE_HAB,P3_S13,LV,4.6,4.5,0.3,2.7,0.5,
A,CLV_PCH_PRE_HAB,P3_S13,ME,0.0,-1.9,2.1,2.9,1.6,
A,CLV_PCH_PRE_HAB,P3_S13,MK,10.8,2.1,-4.0,-0.9,0.6,
A,CLV_PCH_PRE_HAB,P3_S13,MT,9.7,5.0,-2.8,-0.3,6.3,
A,CLV_PCH_PRE_HAB,P3_S13,NL,1.0,4.1,0.3,1.8,2.9,2.1
A,CLV_PCH_PRE_HAB,P3_S13,NO,-1.1,3.1,0.9,2.2,1.4,
A,CLV_PCH_PRE_HAB,P3_S13,PL,7.1,5.5,-1.6,5.0,9.0,
A,CLV_PCH_PRE_HAB,P3_S13,PT,0.1,3.6,1.1,0.7,0.4,
A,CLV_PCH_PRE_HAB,P3_S13,RO,3.1,0.4,-0.9,3.9,1.3,
A,CLV_PCH_PRE_HAB,P3_S13,RS,3.9,5.1,3.9,-1.8,4.5,
A,CLV_PCH_PRE_HAB,P3_S13,SE,-2.2,2.8,-0.4,0.3,0.7,
A,CLV_PCH_PRE_HAB,P3_S13,SI,3.4,5.9,-0.7,1.5,7.0,
A,CLV_PCH_PRE_HAB,P3_S13,SK,-1.1,4.1,-3.2,-2.5,3.9,
A,CLV_PCH_PRE_HAB,P3_S13,TR,1.9,3.2,3.6,2.2,-0.8,
A,CLV_PCH_PRE_HAB,P3_S13,UK,,,,,,
A,CLV_PCH_PRE_HAB,P41,AL,-4.6,5.8,7.0,,,
A,CLV_PCH_PRE_HAB,P41,AT,-7.0,5.8,3.0,-1.1,1.0,
A,CLV_PCH_PRE_HAB,P41,BE,-6.4,5.0,2.8,0.8,1.4,
A,CLV_PCH_PRE_HAB,P41,BG,2.0,8.7,4.7,1.4,4.9,
A,CLV_PCH_PRE_HAB,P41,CH,-3.7,1.9,2.9,0.0,1.0,
A,CLV_PCH_PRE_HAB,P41,CY,-4.3,4.5,7.5,3.4,2.4,
A,CLV_PCH_PRE_HAB,P41,CZ,-3.7,4.2,-1.9,-2.5,2.5,
A,CLV_PCH_PRE_HAB,P41,DE,-4.4,2.6,4.8,-1.8,0.7,1.5
A,CLV_PCH_PRE_HAB,P41,DK,-2.1,5.3,-3.2,-2.7,0.2,
A,CLV_PCH_PRE_HAB,P41,EA,-6.3,4.8,4.0,0.0,1.0,
A,CLV_PCH_PRE_HAB,P41,EA12,-6.4,4.7,4.0,0.0,1.0,
A,CLV_PCH_PRE_HAB,P41,EA19,-6.3,4.8,4.0,-0.1,1.0,
A,CLV_PCH_PRE_HAB,P41,EA20,-6.3,4.8,4.0,0.0,1.0,
A,CLV_PCH_PRE_HAB,P41,EA21,-6.2,4.9,4.0,0.0,1.1,
A,CLV_PCH_PRE_HAB,P41,EE,-0.1,6.8,2.2,-3.7,-0.2,
A,CLV_PCH_PRE_HAB,P41,EL,-4.7,5.4,8.8,2.7,1.9,
A,CLV_PCH_PRE_HAB,P41,ES,-9.8,6.6,3.0,1.0,2.1,
A,CLV_PCH_PRE_HAB,P41,EU27_2020,-5.6,5.0,3.6,-0.1,1.4,
A,CLV_PCH_PRE_HAB,P41,FI,-2.8,3.2,0.2,0.8,-0.6,
A,CLV_PCH_PRE_HAB,P41,FR,-6.7,5.5,2.8,0.5,0.9,
A,CLV_PCH_PRE_HAB,P41,HR,-2.3,10.4,6.5,3.5,6.2,
A,CLV_PCH_PRE_HAB,P41,HU,-0.5,5.2,7.3,-1.4,5.3,
A,CLV_PCH_PRE_HAB,P41,IE,-7.1,7.2,7.0,3.2,1.5,
A,CLV_PCH_PRE_HAB,P41,IS,-1.9,5.1,3.6,-1.5,-0.7,
A,CLV_PCH_PRE_HAB,P41,IT,-8.6,6.1,4.7,0.8,0.5,
A,CLV_PCH_PRE_HAB,P41,LT,-3.0,6.9,1.1,-1.5,2.2,
A,CLV_PCH_PRE_HAB,P41,LU,-5.5,8.0,3.7,0.9,2.1,
A,CLV_PCH_PRE_HAB,P41,LV,-4.4,8.5,3.2,0.3,0.7,
A,CLV_PCH_PRE_HAB,P41,ME,-4.2,5.2,12.0,6.8,9.3,
A,CLV_PCH_PRE_HAB,P41,MT,-7.9,9.5,4.2,6.8,3.9,
A,CLV_PCH_PRE_HAB,P41,NL,-5.0,4.1,4.1,0.0,0.9,1.2
A,CLV_PCH_PRE_HAB,P41,NO,-6.0,4.3,5.4,-1.3,0.7,
A,CLV_PCH_PRE_HAB,P41,PL,-0.1,7.2,1.9,0.8,4.4,
A,CLV_PCH_PRE_HAB,P41,PT,-6.3,5.2,4.8,1.3,1.9,
A,CLV_PCH_PRE_HAB,P41,RO,-2.8,7.2,5.7,2.6,4.7,
A,CLV_PCH_PRE_HAB,P41,RS,0.2,7.8,6.5,0.9,5.5,
